"id","username","hashed_password","advisor_id","advisor_secret","created_at","updated_at","version","customer_id","lead_id"
1,admin,$2b$12$tjmcSh2KnePHr8h0Yh4cIubPJ2edysIxCUqtfgVvs3UIlsPpoNjSK,admin_client_001,$2b$12$Jlr59dkFw64BoVlvVF0ZDeymEuEJxcKOVDpY251u.kh1AJSA.ge7e,"2025-08-06 18:46:02","2025-08-06 18:46:02",1,u0012>Eg�u0012,1000
2,kimberly_woodward,$2b$12$tjmcSh2KnePHr8h0Yh4cIubPJ2edysIxCUqtfgVvs3UIlsPpoNjSK,admin_client_002,$2b$12$Jlr59dkFw64BoVlvVF0ZDeymEuEJxcKOVDpY251u.kh1AJSA.ge7e,"2025-08-06 18:46:02","2025-08-06 18:46:02",1,\u0012>Eg�\u0012ӤVBf\u0014\u0017@\u0000,1001
3,james_williams,$2b$12$tjmcSh2KnePHr8h0Yh4cIubPJ2edysIxCUqtfgVvs3UIlsPpoNjSK,admin_client_003,$2b$12$Jlr59dkFw64BoVlvVF0ZDeymEuEJxcKOVDpY251u.kh1AJSA.ge7e,"2025-08-06 18:46:02","2025-08-06 18:46:02",1,\u0012>Eg�\u0012ӤVBf\u0014\u0017@\u0001,1002
4,joshua_phillips,$2b$12$tjmcSh2KnePHr8h0Yh4cIubPJ2edysIxCUqtfgVvs3UIlsPpoNjSK,admin_client_004,$2b$12$Jlr59dkFw64BoVlvVF0ZDeymEuEJxcKOVDpY251u.kh1AJSA.ge7e,"2025-08-06 18:46:02","2025-08-06 18:46:02",1,\u0012>Eg�\u0012ӤVBf\u0014\u0017@\u0002,1003
5,linda_black,$2b$12$tjmcSh2KnePHr8h0Yh4cIubPJ2edysIxCUqtfgVvs3UIlsPpoNjSK,admin_client_005,$2b$12$Jlr59dkFw64BoVlvVF0ZDeymEuEJxcKOVDpY251u.kh1AJSA.ge7e,"2025-08-06 18:46:02","2025-08-06 18:46:02",1,\u0012>Eg�\u0012ӤVBf\u0014\u0017@\u0003,1004
6,michael_davis,$2b$12$tjmcSh2KnePHr8h0Yh4cIubPJ2edysIxCUqtfgVvs3UIlsPpoNjSK,admin_client_006,$2b$12$Jlr59dkFw64BoVlvVF0ZDeymEuEJxcKOVDpY251u.kh1AJSA.ge7e,"2025-08-06 18:46:02","2025-08-06 18:46:02",1,\u0012>Eg�\u0012ӤVBf\u0014\u0017@\u0004,1005
7,robert_pope,$2b$12$tjmcSh2KnePHr8h0Yh4cIubPJ2edysIxCUqtfgVvs3UIlsPpoNjSK,admin_client_007,$2b$12$Jlr59dkFw64BoVlvVF0ZDeymEuEJxcKOVDpY251u.kh1AJSA.ge7e,"2025-08-06 18:46:02","2025-08-06 18:46:02",1,\u0012>Eg�\u0012ӤVBf\u0014\u0017@\u0005,1006
8,patricia_solis,$2b$12$tjmcSh2KnePHr8h0Yh4cIubPJ2edysIxCUqtfgVvs3UIlsPpoNjSK,admin_client_008,$2b$12$Jlr59dkFw64BoVlvVF0ZDeymEuEJxcKOVDpY251u.kh1AJSA.ge7e,"2025-08-06 18:46:02","2025-08-06 18:46:02",1,\u0012>Eg�\u0012ӤVBf\u0014\u0017@\u0006,1007
9,david_fletcher,$2b$12$tjmcSh2KnePHr8h0Yh4cIubPJ2edysIxCUqtfgVvs3UIlsPpoNjSK,admin_client_009,$2b$12$Jlr59dkFw64BoVlvVF0ZDeymEuEJxcKOVDpY251u.kh1AJSA.ge7e,"2025-08-06 18:46:02","2025-08-06 18:46:02",1,\u0012>Eg�\u0012ӤVBf\u0014\u0017@\u0007,1008
10,john_myers,$2b$12$tjmcSh2KnePHr8h0Yh4cIubPJ2edysIxCUqtfgVvs3UIlsPpoNjSK,admin_client_010,$2b$12$Jlr59dkFw64BoVlvVF0ZDeymEuEJxcKOVDpY251u.kh1AJSA.ge7e,"2025-08-06 18:46:02","2025-08-06 18:46:02",1,\u0012>Eg�\u0012ӤVBf\u0014\u0017@\b,1009
11,christopher_smith,$2b$12$tjmcSh2KnePHr8h0Yh4cIubPJ2edysIxCUqtfgVvs3UIlsPpoNjSK,admin_client_011,$2b$12$Jlr59dkFw64BoVlvVF0ZDeymEuEJxcKOVDpY251u.kh1AJSA.ge7e,"2025-08-06 18:46:02","2025-08-06 18:46:02",1,\u0012>Eg�\u0012ӤVBf\u0014\u0017@\t,1010
12,barbara_rodriguez,$2b$12$tjmcSh2KnePHr8h0Yh4cIubPJ2edysIxCUqtfgVvs3UIlsPpoNjSK,admin_client_012,$2b$12$Jlr59dkFw64BoVlvVF0ZDeymEuEJxcKOVDpY251u.kh1AJSA.ge7e,"2025-08-06 18:46:02","2025-08-06 18:46:02",1,\u0012>Eg�\u0012ӤVBf\u0014\u0017@\u0010,1011
13,mary_russell,$2b$12$tjmcSh2KnePHr8h0Yh4cIubPJ2edysIxCUqtfgVvs3UIlsPpoNjSK,admin_client_013,$2b$12$Jlr59dkFw64BoVlvVF0ZDeymEuEJxcKOVDpY251u.kh1AJSA.ge7e,"2025-08-06 18:46:02","2025-08-06 18:46:02",1,\u0012>Eg�\u0012ӤVBf\u0014\u0017@\u0011,1012
14,lisa_riley,$2b$12$tjmcSh2KnePHr8h0Yh4cIubPJ2edysIxCUqtfgVvs3UIlsPpoNjSK,admin_client_014,$2b$12$Jlr59dkFw64BoVlvVF0ZDeymEuEJxcKOVDpY251u.kh1AJSA.ge7e,"2025-08-06 18:46:02","2025-08-06 18:46:02",1,\u0012>Eg�\u0012ӤVBf\u0014\u0017@\u0012,1013
15,michele_chapman,$2b$12$tjmcSh2KnePHr8h0Yh4cIubPJ2edysIxCUqtfgVvs3UIlsPpoNjSK,admin_client_015,$2b$12$Jlr59dkFw64BoVlvVF0ZDeymEuEJxcKOVDpY251u.kh1AJSA.ge7e,"2025-08-06 18:46:02","2025-08-06 18:46:02",1,\u0012>Eg�\u0012ӤVBf\u0014\u0017@\u0013,1014
16,amanda_fisher,$2b$12$tjmcSh2KnePHr8h0Yh4cIubPJ2edysIxCUqtfgVvs3UIlsPpoNjSK,admin_client_016,$2b$12$Jlr59dkFw64BoVlvVF0ZDeymEuEJxcKOVDpY251u.kh1AJSA.ge7e,"2025-08-06 18:46:02","2025-08-06 18:46:02",1,\u0012>Eg�\u0012ӤVBf\u0014\u0017@\u0014,1015
17,jason_kramer,$2b$12$tjmcSh2KnePHr8h0Yh4cIubPJ2edysIxCUqtfgVvs3UIlsPpoNjSK,admin_client_017,$2b$12$Jlr59dkFw64BoVlvVF0ZDeymEuEJxcKOVDpY251u.kh1AJSA.ge7e,"2025-08-06 18:46:02","2025-08-06 18:46:02",1,\u0012>Eg�\u0012ӤVBf\u0014\u0017@\u0015,1016
18,carlos_walter,$2b$12$tjmcSh2KnePHr8h0Yh4cIubPJ2edysIxCUqtfgVvs3UIlsPpoNjSK,admin_client_018,$2b$12$Jlr59dkFw64BoVlvVF0ZDeymEuEJxcKOVDpY251u.kh1AJSA.ge7e,"2025-08-06 18:46:02","2025-08-06 18:46:02",1,\u0012>Eg�\u0012ӤVBf\u0014\u0017@\u0016,1017
19,ryan_barajas,$2b$12$tjmcSh2KnePHr8h0Yh4cIubPJ2edysIxCUqtfgVvs3UIlsPpoNjSK,admin_client_019,$2b$12$Jlr59dkFw64BoVlvVF0ZDeymEuEJxcKOVDpY251u.kh1AJSA.ge7e,"2025-08-06 18:46:02","2025-08-06 18:46:02",1,\u0012>Eg�\u0012ӤVBf\u0014\u0017@\u0017,1018
